car_id,price,fuel type,gear type,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,car,Registered city
BicvL29RTvDA2OdwmYre9SLv,3328000,Petrol,Automatic,Toyota,Camry,2006,Blue,Foreign Used,231858,2400,Imported,Imported,Unknown,Unknown
fzV5LRcI3ipo719ma8Lu4NDk,6510000,Petrol,Automatic,Toyota,RAV4,2013,Black,Nigerian Used,168887,2500,Registered,Registered,SUV,LAGOS
kGOuT7nSZYBj82Gpj5WYTjtB,3848000,Petrol,Automatic,Ford,Edge,2008,White,Foreign Used,277965,3500,Imported,Imported,SUV,Unknown
eV2OS3M9MoYJu1HbKWlvsbTw,7280000,Petrol,Automatic,Mercedes-Benz,GL-Class,2009,Black,Nigerian Used,89836,5500,Registered,Imported,SUV,SEME
1uOi6UXXJmu9MVV6z3Bbe1UZ,23920000,Petrol,Automatic,Toyota,Highlander,2019,Silver,Foreign Used,25810,3500,Imported,Imported,SUV,Unknown
rUYP8LJalU2rSKDuyVwGMbeG,6195000,Petrol,Automatic,Toyota,RAV4,2012,Blue,Nigerian Used,103654,3500,Registered,Imported,SUV,LAGOS
jVvcvYSw6roGy5lg8JcnBGwq,8610000,Petrol,Automatic,Ford,Explorer,2013,Black,Foreign Used,111992,3500,Imported,Imported,SUV,Unknown
hxr0TZmbZO5xqnSd8vFEnZkV,4888000,Petrol,Automatic,Toyota,RAV4,2011,Black,Nigerian Used,105979,3500,Registered,Imported,SUV,Unknown
8nn6mndlgfaJ8wJ103LWQekm,10400000,Petrol,Automatic,Toyota,Highlander,2013,Purple,Nigerian Used,42198,3500,Registered,Registered,SUV,LAGOS
uOPdyLUWnaHxxjQOKLXLDzTV,5670000,Petrol,Automatic,Honda,Pilot,2011,Burgandy,Foreign Used,121386,3500,Imported,Imported,SUV,Unknown
hdEfvLPxlQCLK4XgYrv2Vb2G,6760000,Petrol,Manual,Toyota,Hilux,2009,White,Nigerian Used,98041,2700,Registered,Registered,Truck,LAGOS
fMsNqCzIS8zmz5TSmlj4adco,6032000,Petrol,Automatic,Toyota,Venza,2009,Gold,Nigerian Used,72244,3500,Registered,Registered,Unknown,Unknown
rUYP8LJalU2rSKDuyVwGMbeG,6195000,Petrol,Automatic,Toyota,RAV4,2012,Blue,Nigerian Used,103654,3500,Registered,Imported,SUV,LAGOS
5xVBkbYzOnCrDtHGIOfHiwai,4765000,Petrol,Automatic,Kia,Optima,2013,Silver,Nigerian Used,79593,2400,Registered,Brand new,Sedan,Unknown
uP3SZsJevaJNsFd7eNnKUhCy,3990000,Petrol,Automatic,Toyota,Camry,2007,Silver,Foreign Used,213934,2400,Imported,Imported,Unknown,Unknown
kGOuT7nSZYBj82Gpj5WYTjtB,3848000,Petrol,Automatic,Ford,Edge,2008,White,Foreign Used,277965,3500,Imported,Imported,SUV,Unknown
nmelePD4CZR5M28pUHBxWlfy,13650000,Petrol,Automatic,Toyota,Highlander,2016,Blue,Foreign Used,59325,3500,Imported,Imported,SUV,Unknown
b6WYbGB1TxL9xdKSmwJWGdpx,2600000,Petrol,Automatic,Honda,Accord,2008,Gray,Nigerian Used,190294,3000,Registered,Registered,Unknown,LAGOS
rvLgmnh78u8CKdYRsDSoP2Na,3120000,Petrol,Automatic,Toyota,Camry,2007,Black,Nigerian Used,130876,2400,Registered,Registered,Sedan,Unknown
hxbre2a32LEhDERrppCzTqzg,3150000,Petrol,Automatic,Toyota,Corolla,2005,Silver,Foreign Used,281978,1800,Imported,Imported,Unknown,Unknown
d6ofBCSu7Seb5qKsTVc3GLsJ,5200000,Hybrid,Automatic,Toyota,Camry,2012,Silver,Nigerian Used,317860,2500,Registered,Registered,Unknown,Unknown
aQcLzvzWWY3nNZmeswURcAOZ,5145000,Petrol,Automatic,Nissan,Sentra,2016,Black,Foreign Used,105387,1800,Imported,Imported,Unknown,Unknown
ptZUJh4SdfJdUNNTwUrxV8bL,4680000,Petrol,Automatic,Toyota,Camry,2009,Silver,Foreign Used,187417,2400,Imported,Imported,Unknown,Unknown
psTkl9zthfmKd54cktMyLaPK,3848000,Petrol,Automatic,Lexus,IS,2009,Gray,Nigerian Used,231221,3500,Registered,Imported,Sedan,Lagos
By74ZQgyAOFysIEeIKByl5Sm,5460000,Petrol,Automatic,Toyota,Camry,2012,Black,Foreign Used,149396,2500,Imported,Imported,Unknown,Unknown
mGVKYi0NPxeytOXzLG1FByUv,3016000,Petrol,Automatic,Ford,Edge,2010,Black,Nigerian Used,291313,3500,Registered,Registered,SUV,LAGOS
p2DqnRM7morHJiOUHfyOaL5o,6240000,Petrol,Automatic,Mercedes-Benz,C300,2010,White,Foreign Used,250023,3500,Imported,Imported,Sedan,Unknown
4501SJSc63zxO0RfbLQhHkq0,5720000,Petrol,Automatic,Toyota,Highlander,2005,Gold,Foreign Used,275897,3300,Imported,Imported,Unknown,Unknown
wDoTnHEFtAlmFQGDpZMLmrxx,2912000,Petrol,Automatic,Toyota,Corolla,2004,Silver,Nigerian Used,188831,1800,Registered,Imported,Sedan,lagos
dEKeS1VWI05JmkK16KhFViJ4,4940000,Petrol,Automatic,Toyota,Matrix,2010,Blue,Foreign Used,180842,1800,Imported,Imported,Unknown,Unknown
xqxAxxcxMMilWJehcO89jtl7,4200000,Petrol,Automatic,Toyota,Camry,2011,Gold,Foreign Used,162234,2500,Imported,Imported,Sedan,Unknown
NHjl9feqEKkAoRY8nWIsX0l,2600000,Petrol,Automatic,Honda,Accord,2008,Silver,Nigerian Used,153736,3500,Registered,Imported,Unknown,Unknown
FCGiBBtwkFwvMMglY74uGtY,3640000,Petrol,Automatic,Toyota,Sienna,2007,Gold,Nigerian Used,400078,3300,Registered,Imported,Unknown,Lagos State
64VZ5AQJchJjdNUUdp8E3dq3,4368000,Petrol,Automatic,Toyota,Sienna,2006,Silver,Foreign Used,265885,3300,Imported,Imported,SUV,Unknown
yD1KTJMEJZX7YwxCuBntXH9t,5720000,Petrol,Automatic,Toyota,Highlander,2010,Gold,Nigerian Used,239617,3500,Registered,Imported,SUV,Lagos
zFSfxDpGmj1AuWr97O4NaiZS,4160000,Petrol,Automatic,Toyota,Sienna,2008,Silver,Nigerian Used,277052,3500,Registered,Imported,SUV,LAGOS
rXDk7MaKR79Yi2MYzKWaKIGE,7800000,Petrol,Automatic,Mercedes-Benz,C300,2011,Black,Foreign Used,189475,3000,Imported,Imported,Unknown,Unknown
dvmS3cFJB8Hj4NqPfHlxu1v7,5304000,Petrol,Automatic,Honda,Odyssey,2007,Gold,Foreign Used,209180,3000,Imported,Imported,Unknown,Unknown
ATMRr6pS2Lb6dGaIqUhrvA4I,5250000,Petrol,Automatic,Toyota,Venza,2009,Blue,Nigerian Used,122604,3500,Registered,Registered,Crossover,LAGOS
5wo2oKapdsrj9KDl4t5lvG70,7280000,Petrol,Automatic,Toyota,Camry,2012,Black,Foreign Used,161738,2500,Imported,Imported,Unknown,Unknown
eNemEGpLaSCHbIcRskq5lqPA,6448000,Petrol,Automatic,Toyota,RAV4,2010,Gray,Foreign Used,190053,2500,Imported,Imported,SUV,Unknown
pN0GHxVLyJYZkv33XqZGQi9K,4680000,Petrol,Automatic,Toyota,RAV4,2010,Gold,Nigerian Used,195721,3000,Registered,Imported,SUV,LAGOS
ksYg9v4KxsP18JY6HWujNAyq,4725000,Petrol,Automatic,Kia,Soul,2015,Gray,Nigerian Used,45565,1600,Registered,Registered,Unknown,Unknown
wBh8ANtUDWVas5619l6FbEXL,4200000,Petrol,Automatic,Honda,Accord,2013,Black,Nigerian Used,96785,2400,Registered,Imported,Unknown,Unknown
3zNRvrqU0kzKtk5jygDxfvj2,14560000,Petrol,Automatic,Mercedes-Benz,C300,2015,White,Foreign Used,60704,2000,Imported,Imported,Unknown,Unknown
6gXNpBQkQFGuiA49ucmsFf1l,2600000,Petrol,Automatic,Honda,Accord,2008,Blue,Nigerian Used,128925,2400,Registered,Imported,Unknown,Unknown
bv5MEzgkW3H8ZSYwJSprgnWV,4830000,Petrol,Automatic,Lexus,ES,2009,Gray,Foreign Used,235287,3500,Imported,Imported,Sedan,Unknown
mPE56VhyWynA4yRDXYiMRKwM,5025000,Petrol,Automatic,Toyota,Corolla,2014,Silver,Nigerian Used,96669,1600,Registered,Brand new,Sedan,Kaduna
6y3vd7QGSLOIJvw9NNCOi7nR,4200000,Petrol,Automatic,Dodge,Avenger,2012,Black,Foreign Used,121281,2400,Imported,Imported,Unknown,Unknown
uVl2RNzrutVsab7PWf65TntJ,7280000,Petrol,Automatic,Ford,Edge,2013,White,Foreign Used,109042,3700,Imported,Imported,SUV,Unknown
nuk9DfhQi9HzgTMxSWxQtAch,4160000,Hybrid,Automatic,Toyota,Camry,2008,Green,Nigerian Used,108217,2400,Registered,Imported,Unknown,Unknown
cK4T3KaMVD7xKobXZfH0Ilow,11025000,Petrol,Automatic,Land Rover,Range Rover,2010,Black,Nigerian Used,176290,5000,Registered,Registered,SUV,RIVERS
63B2ZvzAo4M8vqUZnIDb0AOZ,5145000,Petrol,Automatic,Toyota,Venza,2009,Gray,Nigerian Used,221890,2700,Registered,Registered,Unknown,LAGOS
8KzHGuddTeb9lwozDU1aArvE,3120000,Petrol,Automatic,Toyota,Camry,2009,Gray,Nigerian Used,105056,2400,Registered,Registered,Unknown,LAGOS
AYccvi1pM4SYiyphFvi2jzgv,3016000,Petrol,Automatic,Toyota,Highlander,2004,Blue,Nigerian Used,367549,3000,Registered,Registered,SUV,LAGOS
fymJwhgAWcenIW7AukQP5DZ8,3150000,Petrol,Automatic,Lexus,RX,2004,Gray,Nigerian Used,346201,3300,Registered,Registered,SUV,LAGOS
9PGB1ePQfdtA8HOvyUTfw2xK,3432000,Petrol,Automatic,Toyota,Camry,2009,Silver,Nigerian Used,426957,2500,Registered,Registered,Sedan,LAGOS
tPxmKheiEKr6mjwRPdPIrZsm,2496000,Petrol,Automatic,Honda,Accord,2008,Black,Nigerian Used,24225,3500,Registered,Imported,Sedan,Lagos
C4fw8zefuqxCYVouBjwfPzDU,7280000,Petrol,Automatic,Toyota,Highlander,2012,Black,Nigerian Used,65190,3500,Registered,Imported,SUV,Unknown
n6q8T1XtDc9AGwSQk0Kfy5s4,2600000,Petrol,Automatic,Toyota,Corolla,2004,Silver,Nigerian Used,113089,2500,Registered,Imported,Unknown,Lagos
rR5S3g9AuBsFYTmxEIOCES35,3990000,Petrol,Automatic,Toyota,Camry,2007,Red,Foreign Used,120885,2400,Imported,Imported,Unknown,Unknown
dxwbbOM2aj7M0AJ304vPYHoC,18720000,Petrol,Automatic,Toyota,Camry,2018,Green,Foreign Used,149594,2500,Imported,Imported,Unknown,Unknown
CaAWBOQgNz1YFb9pqWI1UWAg,7875000,Petrol,Automatic,Toyota,Highlander,2010,Silver,Foreign Used,111683,3500,Imported,Imported,SUV,Unknown
bpOdfnWAIjrgZEdej2SiiCuz,6240000,Petrol,Automatic,Mercedes-Benz,GL-Class,2010,Gray,Nigerian Used,181218,4700,Registered,Imported,SUV,Unknown
iI6jkQOa5IroRwxDzrCfYqcr,2600000,Petrol,Automatic,Toyota,Camry,2007,Green,Nigerian Used,167063,2400,Registered,Registered,Unknown,LAGOS
8g17nDVLdLIYEnpbO5URgoo,13520000,Petrol,Automatic,Land Rover,Range Rover Sport,2011,White,Foreign Used,189736,4700,Imported,Imported,SUV,Unknown
qiE0EbuywxrTv1f5lh5YbD2j,2100000,Petrol,Automatic,Toyota,Corolla,2004,Silver,Nigerian Used,252570,1800,Registered,Registered,Unknown,Unknown
zhf565LKm1YASqszQGqOCDou,5200000,Petrol,Automatic,Hyundai,Veracruz,2008,Gold,Foreign Used,278583,3800,Imported,Imported,SUV,Unknown
wa6RvFgXuNeCfP7msxMD74GT,5250000,Petrol,Automatic,Toyota,Venza,2009,Red,Nigerian Used,168476,2700,Registered,Registered,SUV,LAGOS
jZw6aAU9md8orUOGNCOtfYmU,29750000,Petrol,Automatic,Mercedes-Benz,GLS-Class,2018,Black,Nigerian Used,43542,3000,Registered,Imported,SUV,ABUJA
hyEAUCsWBpce9gv876jTnodw,3150000,Petrol,Automatic,Honda,Odyssey,2007,Black,Foreign Used,86103,3500,Imported,Imported,Minivan,Unknown
5nnVNzaX35ytXa7SglMd0aaa,6760000,Petrol,Automatic,Lexus,RX,2005,Silver,Foreign Used,216001,2500,Imported,Imported,SUV,Unknown
ySOHPmZzVLSwyPiQP2VLWs6C,10500000,Petrol,Automatic,Mercedes-Benz,M Class,2012,Brown,Nigerian Used,165235,3500,Registered,Imported,SUV,Unknown
d5xxUha7ZG0eHryhH5ZabCNH,6825000,Petrol,Automatic,Ford,Explorer,2012,Black,Foreign Used,287040,3500,Imported,Imported,SUV,Unknown
92ZZT0Nq6XEIWuNitgng0rVu,10400000,Petrol,Automatic,Mercedes-Benz,M Class,2012,White,Nigerian Used,110670,3500,Registered,Imported,SUV,Lagos
d5yp4AYIZ1uk15TIEVERs3Cz,4680000,Petrol,Automatic,Toyota,Camry,2012,Red,Nigerian Used,209238,2500,Registered,Registered,Unknown,Delta
CkBL3QDBNkGyHm6kyDhddKzg,50400000,Petrol,Automatic,Toyota,Land Cruiser,2018,Black,Nigerian Used,49828,4000,Registered,Imported,SUV,Lagos
1KlSf55BlaWRy9qXmVjQxgM9,3744000,Petrol,Automatic,Toyota,Camry,2005,Red,Foreign Used,211412,2400,Imported,Imported,Sedan,Unknown
iFxIpRMIfLFVoBbEvf5Ksq68,14175000,Petrol,Automatic,Mercedes-Benz,E300,2014,Black,Foreign Used,141667,3500,Imported,Imported,Unknown,Unknown
aoi7aIC691jwdr8vPt4oV3lR,4200000,Petrol,Automatic,Mazda,6,2006,Blue,Foreign Used,79987,2300,Imported,Imported,Sedan,Unknown
BcmXTA41Pt9ozrjErqIKQYTS,5420000,Petrol,Automatic,Ford,Explorer,2013,Black,Nigerian Used,101440,3500,Registered,Registered,SUV,Unknown
18YRiSoLTD7KSxlxfDjEzZyn,3120000,Petrol,Automatic,Toyota,Corolla,2010,Black,Nigerian Used,289735,1800,Registered,Registered,Unknown,Unknown
wWwPskbpwQoef0zdx85vNUQb,3120000,Petrol,Automatic,Honda,Accord,2011,Black,Nigerian Used,110808,2400,Registered,Registered,Unknown,KADUNA
2CNxCPWmLXx3b9kv4qXMgkma,2625000,Petrol,Automatic,Toyota,Camry,2007,Gray,Nigerian Used,139998,2400,Registered,Registered,Unknown,Unknown
ypQbaIiG4cTmrRxVzGqm7pGf,3432000,Petrol,Automatic,Toyota,Camry,2010,Green,Nigerian Used,134448,2500,Registered,Registered,Sedan,Unknown
de1FfJ4MpTfvkB1nCwVvIwCq,8528000,Petrol,Automatic,Toyota,Corolla,2017,Beige,Foreign Used,51813,2400,Imported,Imported,Sedan,Unknown
nCquufkCiC2kdfWKtmtPIWAM,4200000,Petrol,Automatic,Toyota,Camry,2011,Black,Foreign Used,136812,2500,Imported,Imported,Unknown,Unknown
fzV5LRcI3ipo719ma8Lu4NDk,6510000,Petrol,Automatic,Toyota,RAV4,2013,Black,Nigerian Used,168887,2500,Registered,Registered,SUV,LAGOS
uKUfeuTjXEBhX6s7w0ny7x2p,4200000,Petrol,Automatic,Toyota,Camry,2011,Gold,Foreign Used,319643,2500,Imported,Imported,Unknown,Unknown
BzIW99CIjLLCdIhgCt5HULB8,3465000,Petrol,Automatic,Toyota,Tacoma,2002,Black,Nigerian Used,191319,3400,Registered,Registered,Unknown,LAGOS
tPcBvaTDVurW70yYlPTPxnK2,4836000,Petrol,Automatic,Toyota,Corolla,2010,Red,Foreign Used,131077,1800,Imported,Imported,Unknown,Unknown
tBxzdcFgnHftFNaQQQFwLv9m,5408000,Petrol,Automatic,Mercedes-Benz,E350,2010,Blue,Nigerian Used,159287,3500,Registered,Imported,Sedan,LAGOS
5cfPR2F0jfCIKqTm67xUDNOY,3952000,Petrol,Automatic,Pontiac,Vibe,2003,Gray,Foreign Used,222230,1800,Imported,Imported,Unknown,Unknown
lluD6TQedOrEfQ3h4SbeP71a,11960000,Petrol,Automatic,Mercedes-Benz,GLK-Class,2013,Silver,Foreign Used,140939,3500,Imported,Imported,SUV,Unknown
A4YjWpVggpUk30TX7GujiM8q,2912000,Petrol,Automatic,Toyota,Camry,2007,Gray,Nigerian Used,81694,2400,Registered,Imported,Unknown,LAGOS
oM9u8iP6oo4xBR8jOz1Vm7W2,3150000,Petrol,Automatic,Infiniti,EX,2008,Gold,Nigerian Used,176290,3500,Registered,Registered,SUV,Unknown
9PpWP2iNTjqeykDGD0alXBXL,2912000,Petrol,Automatic,Toyota,Camry,2009,Green,Nigerian Used,378070,2400,Registered,Imported,Sedan,KOGI
A3Zs9swMuqgRNLrzuDlRvqKI,5408000,Petrol,Automatic,Toyota,Highlander,2008,Silver,Nigerian Used,96463,3500,Registered,Registered,SUV,Unknown
iyQ3WPQYyyfSooraDSBkdhKR,3068000,Petrol,Automatic,Toyota,Corolla,2009,Gray,Nigerian Used,201662,1800,Registered,Imported,Unknown,LAGOS
x6JUUkDSyNqUW8PqmufCtlxf,3640000,Petrol,Automatic,Toyota,Matrix,2006,Gray,Nigerian Used,177372,1800,Registered,Imported,Unknown,Unknown
nvfgZzZBwvYg6mFuCf7hJ2gr,2080000,Petrol,Automatic,Toyota,Camry,2002,Silver,Nigerian Used,153322,2400,Registered,Registered,Unknown,Lagos
uv1wW35iYlGtTxBD3St9xmbr,3328000,Petrol,Automatic,Toyota,Corolla,2003,Black,Foreign Used,233430,1800,Imported,Imported,Unknown,Unknown
19eYOc08JPC7hlsbaoBbHYsl,18800000,Petrol,Automatic,Toyota,Land Cruiser Prado,2013,Black,Nigerian Used,121662,4000,Registered,Registered,SUV,Unknown
mfkbr4eIQD82fCxxXVkk0pzj,2100000,Petrol,Manual,Seat,Alhambra,2002,Silver,Nigerian Used,269775,2500,Registered,Imported,Unknown,lagos
nnKLMwfHVoqJ4bZneZ9xdmgX,4095000,Petrol,Automatic,Kia,Borrego,2009,Brown,Nigerian Used,232589,3800,Registered,Registered,Unknown,Lagos
CvvSH2U1Qf49lwDYfA5Js2ZC,3780000,Petrol,Automatic,Toyota,Camry,2008,Gray,Foreign Used,124369,2400,Imported,Imported,Unknown,Unknown
be5KofcPOXXqnN9T7Q52t5lQ,14175000,Petrol,Automatic,Ford,F-150,2014,Black,Nigerian Used,97096,5000,Registered,Imported,Unknown,Unknown
mh7pfwnL06K07KJ6rfNbi7cC,3640000,Petrol,Automatic,Lexus,ES,2007,Blue,Nigerian Used,328261,3500,Registered,Registered,Sedan,Lagos
xDzIQ4IGdsZS70yxe00CVRuU,2912000,Petrol,Automatic,Lexus,ES,2005,Black,Nigerian Used,366620,3500,Registered,Registered,Unknown,LAGOS
cSg9GGEyptNxvw95IEhoaHoC,19950000,Petrol,Automatic,Mercedes-Benz,GLE-Class,2017,Red,Nigerian Used,43285,3500,Registered,Registered,SUV,Abuja
5LI2z3aXpCTndAWdoV9VPDOk,3140000,Petrol,Automatic,Toyota,Camry,2009,White,Nigerian Used,276368,2400,Registered,Registered,Unknown,LAGOS
rDBKifUPO4BvhyFmkLr0iQ2Q,3640000,Petrol,Automatic,Toyota,Corolla,2006,Black,Foreign Used,482800,1800,Imported,Imported,Sedan,Unknown
gfUxYkR1L5Q0yNk153pTAWL,3120000,Petrol,Automatic,Toyota,Camry,2009,Black,Nigerian Used,174696,3500,Registered,Registered,Unknown,Unknown
tE53mbxDKqJk88Obw5tyFgMV,3120000,Petrol,Automatic,Toyota,Camry,2003,Silver,Foreign Used,89281,3000,Imported,Imported,Unknown,Unknown
mkzj13PL5JY1TDg886eNv1wt,3640000,Petrol,Automatic,Hyundai,Sonata,2009,Gray,Foreign Used,269015,1800,Imported,Imported,Sedan,Unknown
942mFmia4GUfIGoLo2SEshYW,4462500,Petrol,Automatic,Lexus,ES,2007,Black,Foreign Used,184826,3500,Imported,Imported,Sedan,Unknown
3fWLQ6cmiDt9ZUieZSzntlXK,5256000,Petrol,Automatic,Toyota,Venza,2012,Gray,Nigerian Used,151216,2700,Registered,Imported,SUV,LAGOS
BvnRQWX7p6nNIcIVg9BhNLxM,2874000,Petrol,Automatic,Toyota,Corolla,2010,Black,Nigerian Used,185741,1800,Registered,Imported,Unknown,LAGOS
9QxcTYYtazNSILGRBhPTydf1,13650000,Petrol,Automatic,Nissan,Rogue,2019,Black,Foreign Used,37658,2500,Imported,Imported,SUV,Unknown
7ueKzIsyEjEgJ79TbGMxnyIJ,2912000,Petrol,Automatic,Toyota,Sienna,2005,Gold,Nigerian Used,474615,3300,Registered,Registered,Van,LAGOS
eMY5uUOmIVAZcmNMnhgLw2KR,4680000,Petrol,Automatic,Hyundai,Ix35,2012,Green,Nigerian Used,121011,2000,Registered,Registered,SUV,Unknown
tRVfAZpo8MVeJb1CpTn1oWgi,4160000,Petrol,Automatic,Honda,Pilot,2011,Silver,Nigerian Used,171355,3000,Registered,Imported,SUV,LAGOS
3RMg9GzmxTVJPAGoqkj3nVAi,3570000,Petrol,Automatic,Lexus,ES,2007,White,Nigerian Used,242588,3500,Registered,Imported,Sedan,LAGOS
fNtdXViN6bDPOVqcStd2l8v6,6240000,Petrol,Automatic,Toyota,Highlander,2010,Gray,Nigerian Used,115494,350000,Registered,Registered,SUV,Abuja
eYxbsRGUXRMdz81SM7915rEV,4368000,Petrol,Automatic,Toyota,Camry,2011,Gray,Nigerian Used,8761,2500,Registered,Imported,Unknown,LAGOS
z0AmcVxtvwHZbZHS9Jvbc72f,5200000,Petrol,Automatic,Acura,MDX,2007,Silver,Foreign Used,97888,3500,Imported,Imported,SUV,Unknown
yFLEhK5aQzBotlT9xpNWyW66,4160000,Petrol,Automatic,Lexus,GS,2006,Burgandy,Nigerian Used,27918,2500,Registered,Imported,Unknown,Unknown
mfk13gzCLtjgFKf89WSjWXN2,3885000,Petrol,Automatic,Toyota,Camry,2007,Silver,Foreign Used,126826,2400,Imported,Imported,Unknown,Unknown
be5KofcPOXXqnN9T7Q52t5lQ,14175000,Petrol,Automatic,Ford,F-150,2014,Black,Nigerian Used,97096,5000,Registered,Imported,Unknown,Unknown
k9XCobYNk0JIJu4JnF5Y7GvC,6240000,Petrol,Automatic,Toyota,Camry,2014,Black,Nigerian Used,69935,2400,Registered,Registered,Unknown,Lagos
1KlSf55BlaWRy9qXmVjQxgM9,3744000,Petrol,Automatic,Toyota,Camry,2005,Red,Foreign Used,211412,2400,Imported,Imported,Sedan,Unknown
B8q2F1DnJsgB2Tq9K5gv2MT,3120000,Petrol,Automatic,Ford,Edge,2007,Brown,Nigerian Used,299898,3500,Registered,Imported,SUV,ABUJA
sgxrsSduLVFVYcYCDgnSsjXR,6760000,Petrol,Automatic,Toyota,Camry,2016,Black,Nigerian Used,129042,2500,Registered,Imported,Unknown,Lagos
z7hKgSyYsJHBoihS5DsdCTsL,3340000,Petrol,Automatic,Toyota,Corolla,2005,Silver,Foreign Used,110256,1800,Imported,Imported,Unknown,Unknown
b6NgaqnaVU8jaAvyJF3rVQGL,4784000,Petrol,Automatic,Lexus,IS,2009,Silver,Foreign Used,151423,250000,Imported,Imported,Unknown,Unknown
A4YjWpVggpUk30TX7GujiM8q,2912000,Petrol,Automatic,Toyota,Camry,2007,Gray,Nigerian Used,81694,2400,Registered,Imported,Unknown,LAGOS
reFNpuP4jvtWs4ydI3AaKPPE,3350000,Petrol,Automatic,Toyota,Corolla,2005,Green,Foreign Used,388187,1800,Imported,Imported,Unknown,Unknown
6q0BJF57oXGTuzBm5QriA5na,5640000,Petrol,Automatic,Toyota,Highlander,2008,Silver,Nigerian Used,159586,3500,Registered,Imported,Unknown,LAGOS
tPxmKheiEKr6mjwRPdPIrZsm,2496000,Petrol,Automatic,Honda,Accord,2008,Black,Nigerian Used,24225,3500,Registered,Imported,Sedan,Lagos
rXDk7MaKR79Yi2MYzKWaKIGE,7800000,Petrol,Automatic,Mercedes-Benz,C300,2011,Black,Foreign Used,189475,3000,Imported,Imported,Unknown,Unknown
5fHjcvgxlThsoWsXJokXLVd9,4200000,Petrol,Automatic,Hyundai,Elantra,2015,Black,Nigerian Used,67343,1600,Registered,Brand new,Unknown,Lagos
arh8gkV7GRkZbIwTFm88cPGE,8008000,Petrol,Manual,Toyota,Hilux,2007,White,Nigerian Used,183091,2700,Registered,Registered,Unknown,ABUJA
ldXofu7V7SxvdLBKffuOtDIb,3432000,Petrol,Automatic,Toyota,Corolla,2009,Silver,Nigerian Used,170080,1800,Registered,Imported,Sedan,Unknown
hmqZM8JVe5JTQ9eE0hz2UqEu,2600000,Petrol,Automatic,Toyota,Camry,2003,Gold,Nigerian Used,232208,2400,Registered,Registered,Unknown,Unknown
B8q2F1DnJsgB2Tq9K5gv2MT,3120000,Petrol,Automatic,Ford,Edge,2007,Brown,Nigerian Used,299898,3500,Registered,Imported,SUV,ABUJA
3InXzubAItbpUFnJ5nvWDEJT,3744000,Petrol,Automatic,Pontiac,Vibe,2007,Black,Foreign Used,198012,2800,Imported,Imported,Unknown,Unknown
zkEyqk23XzIaJah0fTyKtjEp,3536000,Petrol,Automatic,Toyota,Camry,2011,Gray,Nigerian Used,103028,2000,Registered,Imported,Sedan,Unknown
xxSOk0WWbCuZdpjyoH4Jxbi4,4680000,Petrol,Automatic,Toyota,Camry,2007,Blue,Foreign Used,154155,3000,Imported,Imported,Unknown,Unknown
r9JtZZUz3XPRHkwrFjp9bL9d,3120000,Petrol,Automatic,Hyundai,Santa Fe,2007,Blue,Nigerian Used,159676,2700,Registered,Imported,SUV,lagos
hN952atd5kRWc95FqBQMObLw,3328000,Petrol,Automatic,Toyota,Camry,2007,White,Nigerian Used,218973,2500,Registered,Imported,Unknown,LAGOS
aTWaZehSoVIt9kI0YS9dfN8c,2808000,Petrol,Automatic,Toyota,Corolla,2008,Black,Nigerian Used,176290,1800,Registered,Brand new,Unknown,Unknown
lhxpiNFUKdskQvvWNu0yhIEd,8975000,Petrol,Automatic,Kia,Cadenza,2013,Silver,Nigerian Used,19148,3500,Registered,Brand new,Unknown,Unknown
5hjIQ6cgfnV5UNyyJpGXUUW9,4368000,Petrol,Automatic,Toyota,Sienna,2008,Blue,Foreign Used,163224,3500,Imported,Imported,SUV,Unknown
n7r4Rr9AYuL21HxhKAupZbVs,3675000,Petrol,Automatic,Honda,Odyssey,2001,Green,Foreign Used,287518,3500,Imported,Imported,Unknown,Unknown
icS7jOrEZ6iQaoVt7hDqaoNc,4472000,Petrol,Automatic,Toyota,Camry,2007,Black,Foreign Used,250786,2400,Imported,Imported,Unknown,Unknown
BWKTT8CLKSq9MBAoHCAnu3XB,3848000,Petrol,Automatic,Mercedes-Benz,M Class,2006,Gray,Nigerian Used,132731,3500,Registered,Imported,SUV,Unknown
3InXzubAItbpUFnJ5nvWDEJT,3744000,Petrol,Automatic,Pontiac,Vibe,2007,Black,Foreign Used,198012,2800,Imported,Imported,Unknown,Unknown
uKUfeuTjXEBhX6s7w0ny7x2p,4200000,Petrol,Automatic,Toyota,Camry,2011,Gold,Foreign Used,319643,2500,Imported,Imported,Unknown,Unknown
xBs6Wf0791oFK3QMy3ZNsI5q,13250000,Petrol,Automatic,Dodge,Durango,2014,White,Foreign Used,237467,3500,Imported,Imported,SUV,Unknown
nmLLZVa3ie5bWQFpnqGycyU,5200000,Petrol,Automatic,Acura,MDX,2008,White,Foreign Used,334683,3700,Imported,Imported,SUV,Unknown
CvvSH2U1Qf49lwDYfA5Js2ZC,3780000,Petrol,Automatic,Toyota,Camry,2008,Gray,Foreign Used,124369,2400,Imported,Imported,Unknown,Unknown
zkEyqk23XzIaJah0fTyKtjEp,3536000,Petrol,Automatic,Toyota,Camry,2011,Gray,Nigerian Used,103028,2000,Registered,Imported,Sedan,Unknown
